# 2.5R

3 4 [106,59,54] 5 16 [222,66,0] 8 6 [255,182,168]
3 6 [117,53,44] 5 18 [229,56,0] 8 8 [255,176,152]
3 8 [128,44,32] 6 2 [169,141,143] 8 10 [255,169,137]
3 10 [137,33,20] 6 4 [185,136,130] 9 2 [248,221,226]
3 12 [147,12,1] 6 6 [199,130,117] 9 4 [255,214,208]
3 14 [156,0,0] 6 8 [212,124,103] 9 6 [255,208,192]
4 2 [117,90,90] 6 10 [225,117,88]
4 4 [132,84,78] 6 12 [236,110,72]

# 2.5YR

1 2 [46,22,21] 5 2 [142,116,113] 7 6 [226,158,134]
1 4 [57,14,12] 5 4 [157,111,99] 7 8 [239,152,117]
1 6 [65,4,5] 5 6 [170,106,83] 7 10 [250,147,100]
1 8 [73,0,0] 5 8 [182,100,65] 7 12 [255,141,78]
2 2 [66,44,42] 5 10 [191,95,46] 7 14 [255,136,51]
2 4 [78,38,31] 5 12 [198,90,21] 7 16 [255,131,4]
2 6 [87,32,20] 5 14 [204,86,0] 7 18 [255,128,0]
2 8 [96,22,2] 5 16 [208,82,0] 7 20 [255,125,0]
3 2 [91,66,62] 6 2 [169,141,139] 8 2 [221,194,195]
3 4 [104,61,49] 6 4 [184,137,125] 8 4 [240,189,176]
3 6 [114,55,35] 6 6 [198,132,109] 8 6 [255,184,159]
3 8 [123,49,18] 6 8 [210,126,93] 8 8 [255,178,141]
3 10 [130,43,0] 6 10 [221,121,74] 8 10 [255,173,122]
4 2 [117,90,87] 6 12 [230,116,52] 8 12 [255,167,101]
4 4 [131,85,73] 6 14 [238,111,21] 9 2 [249,221,223]
4 6 [142,80,58] 6 16 [243,107,0] 9 4 [255,215,202]
4 8 [152,75,42] 6 18 [248,103,0] 9 6 [255,210,182]
4 10 [160,69,20] 7 2 [195,168,167]
4 12 [166,65,0] 7 4 [211,163,151]

# 5.0YR

1 2 [45,23,17] 5 6 [167,108,74] 7 8 [234,156,106]
1 4 [55,16,2] 5 8 [177,104,54] 7 10 [244,152,85]
2 2 [65,44,39] 5 10 [184,100,31] 7 12 [253,148,58]
2 4 [75,40,25] 5 12 [190,97,0] 7 14 [255,144,17]
2 6 [84,35,5] 5 14 [194,94,0] 7 16 [255,141,0]
3 2 [90,67,60] 6 2 [168,142,137] 7 18 [255,139,0]
3 4 [101,63,45] 6 4 [182,138,119] 7 20 [255,138,0]
3 6 [110,58,27] 6 6 [195,134,100] 8 2 [221,194,191]
3 8 [117,54,1] 6 8 [206,130,80] 8 4 [238,190,171]
4 2 [116,91,84] 6 10 [215,126,58] 8 6 [251,186,151]
4 4 [129,87,67] 6 12 [222,122,29] 8 8 [255,182,129]
4 6 [139,83,50] 6 14 [227,119,0] 8 10 [255,178,108]
4 8 [147,79,31] 6 16 [231,117,0] 8 12 [255,174,83]
4 10 [153,75,0] 6 18 [234,115,0] 8 14 [255,170,53]
4 12 [158,72,0] 7 2 [195,168,164] 9 2 [249,221,218]
5 2 [141,116,111] 7 4 [210,164,145] 9 4 [255,217,195]
5 4 [155,112,93] 7 6 [223,160,125] 9 6 [255,212,174]

# 7.5YR

1 2 [43,24,14] 5 10 [177,105,10] 7 14 [249,151,0]
2 2 [63,45,37] 5 12 [181,103,0] 7 16 [252,150,0]
2 4 [73,42,20] 5 14 [184,102,0] 7 18 [255,149,0]
2 6 [80,39,0] 6 2 [167,143,134] 8 2 [221,195,187]
3 2 [89,67,58] 6 4 [180,139,115] 8 4 [235,192,166]
3 4 [98,64,41] 6 6 [191,136,93] 8 6 [247,188,144]
3 6 [106,61,20] 6 8 [200,133,70] 8 8 [255,185,120]
3 8 [111,59,0] 6 10 [207,130,43] 8 10 [255,182,96]
4 2 [115,92,82] 6 12 [213,128,0] 8 12 [255,180,67]
4 4 [127,88,62] 6 14 [216,126,0] 8 14 [255,177,24]
4 6 [135,85,43] 6 16 [219,125,0] 8 16 [255,175,0]
4 8 [141,83,19] 7 2 [194,169,161] 8 18 [255,174,0]
4 10 [146,80,0] 7 4 [207,165,140] 8 20 [255,173,0]
5 2 [140,117,109] 7 6 [219,162,118] 9 2 [249,222,213]
5 4 [153,114,89] 7 8 [228,159,96] 9 4 [255,218,189]
5 6 [163,110,67] 7 10 [236,156,72] 9 6 [255,215,166]
5 8 [171,107,44] 7 12 [244,153,38] 9 8 [255,212,143]

# 10.0YR

1 2 [42,25,11] 5 10 [169,110,0] 7 16 [240,157,0]
2 2 [62,46,36] 5 12 [172,109,0] 7 18 [242,156,0]
2 4 [70,44,15] 6 2 [165,144,131] 8 2 [219,196,184]
3 2 [86,69,56] 6 4 [176,141,109] 8 4 [230,194,160]
3 4 [95,66,37] 6 6 [186,139,85] 8 6 [241,192,136]
3 6 [101,64,12] 6 8 [193,137,60] 8 8 [250,189,111]
3 8 [106,62,0] 6 10 [199,135,26] 8 10 [255,187,84]
4 2 [112,93,79] 6 12 [203,134,0] 8 12 [255,185,51]
4 4 [123,90,58] 6 14 [206,133,0] 8 14 [255,184,0]
4 6 [130,88,36] 7 2 [192,170,157] 8 16 [255,182,0]
4 8 [135,86,3] 7 4 [203,167,134] 8 18 [255,182,0]
4 10 [138,85,0] 7 6 [213,165,110] 8 20 [255,181,0]
5 2 [138,118,106] 7 8 [221,163,86] 9 2 [247,223,209]
5 4 [149,116,84] 7 10 [228,161,58] 9 4 [255,221,183]
5 6 [158,113,59] 7 12 [233,159,5] 9 6 [255,219,159]
5 8 [164,111,32] 7 14 [237,158,0] 9 8 [255,216,133]

# 2.5Y
1 2 [39,27,9] 5 12 [162,113,0] 8 2 [216,197,181]
2 2 [59,47,34] 6 2 [162,145,129] 8 4 [225,196,156]
2 4 [66,46,10] 6 4 [171,144,105] 8 6 [234,195,130]
3 2 [84,70,55] 6 6 [179,142,79] 8 8 [241,193,104]
3 4 [91,68,34] 6 8 [185,141,50] 8 10 [247,192,74]
3 6 [96,67,4] 6 10 [190,139,0] 8 12 [252,191,30]
4 2 [110,94,78] 6 12 [193,139,0] 8 14 [255,190,0]
4 4 [118,92,55] 6 14 [195,138,0] 8 16 [255,189,0]
4 6 [124,91,30] 7 2 [189,171,155] 8 18 [255,188,0]
4 8 [128,90,0] 7 4 [199,169,130] 8 20 [255,188,0]
4 10 [131,89,0] 7 6 [207,168,105] 9 2 [244,224,207]
5 2 [136,119,104] 7 8 [213,167,78] 9 4 [254,223,179]
5 4 [145,118,80] 7 10 [219,165,44] 9 6 [255,222,153]
5 6 [152,116,53] 7 12 [223,164,0] 9 8 [255,220,126]
5 8 [157,115,21] 7 14 [226,164,0] 9 10 [255,219,98]
5 10 [160,114,0] 7 16 [228,163,0] 9 12 [255,218,63]

# 5.0Y

1 2 [37,28,9] 6 4 [166,146,102] 8 8 [231,198,96]
2 2 [57,48,34] 6 6 [172,145,74] 8 10 [235,197,63]
2 4 [63,47,6] 6 8 [177,144,42] 8 12 [238,197,0]
3 2 [81,71,55] 6 10 [180,144,0] 8 14 [241,196,0]
3 4 [87,70,33] 6 12 [182,143,0] 8 16 [242,196,0]
3 6 [91,69,0] 6 14 [183,143,0] 8 18 [243,196,0]
4 2 [107,95,77] 7 2 [186,172,153] 9 2 [241,225,205]
4 4 [113,94,52] 7 4 [193,172,127] 9 4 [248,225,177]
4 6 [118,94,25] 7 6 [198,171,100] 9 6 [253,225,149]
4 8 [121,93,0] 7 8 [204,171,71] 9 8 [255,225,119]
5 2 [133,120,103] 7 10 [208,170,29] 9 10 [255,225,89]
5 4 [140,120,77] 7 12 [211,170,0] 9 12 [255,224,45]
5 6 [145,119,48] 7 14 [212,169,0] 9 14 [255,224,0]
5 8 [149,118,10] 7 16 [214,169,0] 9 16 [255,223,0]
5 10 [151,118,0] 8 2 [213,198,179] 9 18 [255,223,0]
5 12 [153,118,0] 8 4 [219,198,153] 9 20 [255,223,0]
6 2 [159,146,128] 8 6 [225,198,125]

# 7.5Y

1 2 [34,28,11] 6 4 [161,147,101] 8 8 [222,200,93]
2 2 [55,49,35] 6 6 [165,148,72] 8 10 [225,201,58]
2 4 [59,49,5] 6 8 [168,148,37] 8 12 [228,201,0]
3 2 [79,71,55] 6 10 [170,148,0] 8 14 [229,201,0]
3 4 [82,72,32] 6 12 [172,147,0] 8 16 [230,200,0]
3 6 [85,71,0] 6 14 [173,147,0] 8 18 [231,200,0]
4 2 [104,96,77] 7 2 [184,173,153] 9 2 [239,226,204]
4 4 [108,96,51] 7 4 [188,173,126] 9 4 [243,227,176]
4 6 [111,96,23] 7 6 [192,174,99] 9 6 [247,227,147]
4 8 [113,96,0] 7 8 [195,174,68] 9 8 [251,228,117]
5 2 [130,121,102] 7 10 [198,174,19] 9 10 [254,228,85]
5 4 [135,121,76] 7 12 [200,174,0] 9 12 [255,228,36]
5 6 [138,122,46] 7 14 [201,174,0] 9 14 [255,228,0]
5 8 [141,122,0] 7 16 [202,174,0] 9 16 [255,228,0]
5 10 [142,121,0] 8 2 [211,199,178] 9 18 [255,228,0]
5 12 [144,121,0] 8 4 [215,200,152]
6 2 [157,147,127] 8 6 [219,200,124]

# 10.0Y

1 2 [31,29,14] 6 4 [157,149,102] 8 8 [215,203,93]
2 2 [52,50,36] 6 6 [159,150,73] 8 10 [216,204,57]
2 4 [54,50,8] 6 8 [160,150,37] 8 12 [217,204,0]
3 2 [76,72,56] 6 10 [161,151,0] 8 14 [218,204,0]
3 4 [78,73,32] 6 12 [161,151,0] 8 16 [218,205,0]
3 6 [79,74,0] 6 14 [162,151,0] 8 18 [218,205,0]
4 2 [101,97,78] 7 2 [181,174,153] 9 2 [236,227,204]
4 4 [103,98,52] 7 4 [184,175,126] 9 4 [239,228,175]
4 6 [105,98,22] 7 6 [186,176,99] 9 6 [241,229,147]
4 8 [106,99,0] 7 8 [187,176,68] 9 8 [243,230,116]
5 2 [128,122,103] 7 10 [189,177,14] 9 10 [245,231,83]
5 4 [130,123,77] 7 12 [189,177,0] 9 12 [246,231,32]
5 6 [131,124,47] 7 14 [190,178,0] 9 14 [247,232,0]
5 8 [133,124,0] 7 16 [190,178,0] 9 16 [247,232,0]
5 10 [133,125,0] 8 2 [208,200,178] 9 18 [248,232,0]
5 12 [134,125,0] 8 4 [211,201,152]
6 2 [154,148,127] 8 6 [213,202,123]

# 2.5GY

1 2 [28,30,17] 6 4 [150,151,104] 8 8 [203,206,99]
2 2 [50,50,38] 6 6 [149,152,77] 8 10 [203,208,62]
2 4 [48,52,15] 6 8 [148,154,43] 8 12 [202,209,0]
3 2 [73,73,57] 6 10 [148,155,0] 8 14 [201,209,0]
3 4 [72,75,35] 6 12 [147,155,0] 8 16 [201,210,0]
3 6 [71,76,3] 6 14 [146,156,0] 8 18 [201,210,0]
4 2 [98,98,80] 7 2 [178,175,154] 9 2 [233,228,204]
4 4 [97,99,55] 7 4 [177,177,129] 9 4 [233,230,177]
4 6 [96,101,28] 7 6 [177,178,104] 9 6 [233,232,149]
4 8 [95,102,0] 7 8 [176,180,73] 9 8 [232,234,119]
5 2 [124,123,105] 7 10 [175,181,27] 9 10 [231,235,87]
5 4 [123,125,80] 7 12 [174,182,0] 9 12 [230,236,37]
5 6 [123,126,52] 7 14 [174,182,0] 9 14 [229,237,0]
5 8 [122,127,11] 7 16 [173,183,0] 9 16 [229,238,0]
5 10 [120,128,0] 8 2 [205,201,179] 9 18 [229,238,0]
5 12 [120,129,0] 8 4 [205,203,154]
6 2 [151,149,129] 8 6 [204,205,127]

# 5.0GY

1 2 [26,30,19] 5 10 [105,132,0] 8 4 [199,204,157]
1 4 [18,33,0] 5 12 [102,133,0] 8 6 [196,207,132]
2 2 [48,51,40] 6 2 [148,149,131] 8 8 [192,209,107]
2 4 [43,53,21] 6 4 [144,152,108] 8 10 [188,211,76]
2 6 [37,55,0] 6 6 [140,155,85] 8 12 [184,213,25]
3 2 [70,74,59] 6 8 [136,157,56] 8 14 [181,215,0]
3 4 [66,76,40] 6 10 [132,158,7] 8 16 [178,216,0]
3 6 [61,78,15] 6 12 [129,160,0] 8 18 [176,216,0]
3 8 [57,80,0] 6 14 [126,161,0] 8 20 [176,217,0]
4 2 [95,98,82] 7 2 [175,175,156] 9 2 [230,229,206]
4 4 [91,101,60] 7 4 [171,178,133] 9 4 [227,232,179]
4 6 [87,103,36] 7 6 [167,181,110] 9 6 [224,234,153]
4 8 [83,105,0] 7 8 [164,183,83] 9 8 [220,237,125]
4 10 [79,106,0] 7 10 [160,185,48] 9 10 [216,239,95]
5 2 [121,124,107] 7 12 [156,186,0] 9 12 [212,241,55]
5 4 [117,126,85] 7 14 [153,187,0] 9 14 [209,242,0]
5 6 [113,129,61] 7 16 [151,188,0] 9 16 [206,244,0]
5 8 [109,131,30] 8 2 [202,202,181] 9 18 [204,244,0]

# 7.5GY

1 2 [24,31,22] 5 8 [90,134,52] 7 18 [99,197,0]
1 4 [9,34,5] 5 10 [79,136,20] 8 2 [196,203,186]
2 2 [45,51,43] 5 12 [68,138,0] 8 4 [187,207,166]
2 4 [36,54,28] 5 14 [56,140,0] 8 6 [179,210,145]
2 6 [25,57,10] 6 2 [142,151,135] 8 8 [171,213,124]
2 8 [2,59,0] 6 4 [134,154,117] 8 10 [162,216,101]
3 2 [67,74,63] 6 6 [126,157,98] 8 12 [152,219,72]
3 4 [58,77,47] 6 8 [117,160,75] 8 14 [142,222,26]
3 6 [49,80,30] 6 10 [107,163,50] 8 16 [133,224,0]
3 8 [37,82,2] 6 12 [97,165,4] 8 18 [125,225,0]
3 10 [17,84,0] 6 14 [86,167,0] 8 20 [119,226,0]
4 2 [91,99,86] 6 16 [77,169,0] 9 2 [223,230,211]
4 4 [82,103,68] 7 2 [169,177,160] 9 4 [214,234,189]
4 6 [73,105,49] 7 4 [161,180,142] 9 6 [206,238,166]
4 8 [62,108,25] 7 6 [153,183,122] 9 8 [197,242,144]
4 10 [50,110,0] 7 8 [144,187,101] 9 10 [188,245,119]
4 12 [33,112,0] 7 10 [135,189,77] 9 12 [179,247,92]
5 2 [117,125,111] 7 12 [125,192,46] 9 14 [169,250,57]
5 4 [109,128,93] 7 14 [115,194,0] 9 16 [159,252,0]
5 6 [99,131,74] 7 16 [106,196,0] 9 18 [150,254,0]

# 10.0GY

1 2 [22,31,24] 5 4 [101,129,100] 7 16 [21,201,35]
1 4 [1,35,13] 5 6 [88,133,86] 7 18 [0,204,0]
1 6 [0,37,2] 5 8 [72,136,70] 7 20 [0,206,0]
2 2 [43,51,45] 5 10 [51,139,53] 7 22 [0,208,0]
2 4 [30,55,35] 5 12 [4,142,30] 8 2 [191,204,190]
2 6 [11,57,24] 5 14 [0,144,0] 8 4 [179,208,174]
2 8 [0,60,10] 5 16 [0,146,0] 8 6 [166,213,158]
2 10 [0,62,0] 5 18 [0,148,0] 8 8 [153,216,143]
2 12 [0,64,0] 6 2 [138,151,139] 8 10 [137,220,125]
3 2 [64,75,66] 6 4 [127,155,124] 8 12 [120,223,106]
3 4 [52,78,54] 6 6 [114,159,109] 8 14 [99,226,87]
3 6 [37,81,41] 6 8 [99,163,93] 8 16 [71,229,64]
3 8 [10,84,27] 6 10 [82,166,77] 8 18 [12,232,28]
3 10 [0,86,9] 6 12 [60,169,58] 8 20 [0,235,0]
3 12 [0,88,0] 6 14 [11,172,33] 8 22 [0,237,0]
3 14 [0,90,0] 6 16 [0,174,0] 8 24 [0,239,0]
4 2 [88,99,89] 6 18 [0,176,0] 9 2 [217,231,216]
4 4 [76,103,75] 6 20 [0,178,0] 9 4 [204,236,199]
4 6 [61,107,61] 7 2 [164,177,165] 9 6 [189,241,180]
4 8 [42,110,45] 7 4 [153,182,149] 9 8 [176,245,164]
4 10 [0,113,27] 7 6 [141,185,135] 9 10 [160,249,145]
4 12 [0,115,0] 7 8 [127,189,119] 9 12 [144,252,128]
4 14 [0,117,0] 7 10 [111,192,102] 9 14 [124,255,108]
4 16 [0,119,0] 7 12 [92,196,83] 9 16 [99,255,84]
5 2 [113,125,114] 7 14 [68,199,63] 9 18 [64,255,55]

# 2.5G

1 2 [20,31,26] 4 22 [0,125,30] 7 6 [128,187,149]
1 4 [0,35,19] 4 24 [0,127,27] 7 8 [107,191,138]
1 6 [0,38,13] 4 26 [0,128,24] 7 10 [80,195,128]
1 8 [0,41,8] 5 2 [110,126,118] 7 12 [32,198,118]
2 2 [41,52,47] 5 4 [94,130,109] 7 14 [0,202,109]
2 4 [24,55,40] 5 6 [74,134,100] 7 16 [0,205,100]
2 6 [0,58,34] 5 8 [46,138,91] 7 18 [0,207,91]
2 8 [0,60,29] 5 10 [0,141,83] 7 20 [0,210,82]
2 10 [0,63,24] 5 12 [0,144,74] 7 22 [0,212,73]
2 12 [0,65,19] 5 14 [0,147,67] 7 24 [0,214,66]
2 14 [0,66,16] 5 16 [0,149,59] 7 26 [0,217,57]
2 16 [0,68,13] 5 18 [0,152,53] 8 2 [186,205,195]
3 2 [62,75,68] 5 20 [0,153,47] 8 4 [170,210,184]
3 4 [45,79,61] 5 22 [0,155,42] 8 6 [151,215,173]
3 6 [18,82,54] 5 24 [0,156,37] 8 8 [132,218,162]
3 8 [0,85,48] 5 26 [0,158,33] 8 10 [109,222,152]
3 10 [0,88,42] 5 28 [0,159,29] 8 12 [74,226,141]
3 12 [0,90,36] 6 2 [135,152,143] 8 14 [0,229,131]
3 14 [0,91,32] 6 4 [118,157,133] 8 16 [0,233,120]
3 16 [0,93,28] 6 6 [100,161,123] 8 18 [0,236,110]
3 18 [0,94,25] 6 8 [78,164,114] 8 20 [0,239,100]
3 20 [0,95,22] 6 10 [43,168,105] 8 22 [0,241,91]
3 22 [0,97,20] 6 12 [0,171,97] 8 24 [0,243,82]
4 2 [85,100,93] 6 14 [0,174,87] 9 2 [212,232,222]
4 4 [68,104,84] 6 16 [0,177,79] 9 4 [195,237,210]
4 6 [43,108,75] 6 18 [0,179,71] 9 6 [174,243,196]
4 8 [0,112,68] 6 20 [0,182,64] 9 8 [154,247,185]
4 10 [0,115,60] 6 22 [0,184,57] 9 10 [130,251,173]
4 12 [0,117,53] 6 24 [0,186,50] 9 12 [102,255,163]
4 14 [0,119,47] 6 26 [0,188,43] 9 14 [56,255,151]
4 16 [0,121,42] 6 28 [0,189,37] 9 16 [0,255,140]
4 18 [0,123,37] 7 2 [161,178,169]
4 20 [0,124,34] 7 4 [144,183,159]

# 5.0G

1 2 [19,31,27] 4 20 [0,125,66] 7 2 [158,178,173]
1 4 [0,35,23] 4 22 [0,126,65] 7 4 [139,183,166]
1 6 [0,38,20] 4 24 [0,127,65] 7 6 [119,188,160]
1 8 [0,41,18] 4 26 [0,128,64] 7 8 [93,192,154]
2 2 [40,52,48] 5 2 [108,126,121] 7 10 [51,196,148]
2 4 [21,55,44] 5 4 [89,130,114] 7 12 [0,199,143]
2 6 [0,58,40] 5 6 [66,135,109] 7 14 [0,203,138]
2 8 [0,61,38] 5 8 [19,138,103] 7 16 [0,206,135]
2 10 [0,63,35] 5 10 [0,142,99] 7 18 [0,209,132]
2 12 [0,65,34] 5 12 [0,145,95] 7 20 [0,211,129]
2 14 [0,66,33] 5 14 [0,148,92] 7 22 [0,214,126]
2 16 [0,68,32] 5 16 [0,150,90] 7 24 [0,216,124]
3 2 [60,75,70] 5 18 [0,152,88] 7 26 [0,217,123]
3 4 [40,79,65] 5 20 [0,154,86] 8 2 [184,205,199]
3 6 [0,83,61] 5 22 [0,155,85] 8 4 [165,210,192]
3 8 [0,85,58] 5 24 [0,157,83] 8 6 [142,215,184]
3 10 [0,88,55] 5 26 [0,158,82] 8 8 [117,220,178]
3 12 [0,90,53] 5 28 [0,160,82] 8 10 [83,224,172]
3 14 [0,92,51] 6 2 [133,152,146] 8 12 [0,228,167]
3 16 [0,93,50] 6 4 [113,157,139] 8 14 [0,231,162]
3 18 [0,94,49] 6 6 [91,161,133] 8 16 [0,234,158]
3 20 [0,96,48] 6 8 [62,165,128] 8 18 [0,237,154]
3 22 [0,97,47] 6 10 [0,169,124] 8 20 [0,240,151]
4 2 [84,100,95] 6 12 [0,172,119] 8 22 [0,243,148]
4 4 [63,105,89] 6 14 [0,175,115] 9 2 [210,232,226]
4 6 [33,109,84] 6 16 [0,178,112] 9 4 [189,238,218]
4 8 [0,112,79] 6 18 [0,180,110] 9 6 [163,244,209]
4 10 [0,115,76] 6 20 [0,183,107] 9 8 [137,249,203]
4 12 [0,118,73] 6 22 [0,185,105] 9 10 [105,253,197]
4 14 [0,120,70] 6 24 [0,187,103] 9 12 [46,255,191]
4 16 [0,122,69] 6 26 [0,188,102]
4 18 [0,123,67] 6 28 [0,190,101]

# 7.5

1 2 [18,31,28] 4 18 [0,124,81] 6 26 [0,188,121]
1 4 [0,35,26] 4 20 [0,125,81] 6 28 [0,190,120]
1 6 [0,38,25] 4 22 [0,126,80] 7 2 [157,178,175]
1 8 [0,41,24] 4 24 [0,127,80] 7 4 [137,183,170]
2 2 [39,52,49] 4 26 [0,128,80] 7 6 [115,188,166]
2 4 [17,56,47] 5 2 [107,126,123] 7 8 [85,192,162]
2 6 [0,58,45] 5 4 [86,131,118] 7 10 [26,196,158]
2 8 [0,61,44] 5 6 [60,135,115] 7 12 [0,200,155]
2 10 [0,63,43] 5 8 [0,139,112] 7 14 [0,203,152]
2 12 [0,65,42] 5 10 [0,142,109] 7 16 [0,206,150]
2 14 [0,67,42] 5 12 [0,145,107] 7 18 [0,209,148]
2 16 [0,68,42] 5 14 [0,148,105] 7 20 [0,212,146]
3 2 [59,75,72] 5 16 [0,150,104] 7 22 [0,214,145]
3 4 [36,80,69] 5 18 [0,152,103] 7 24 [0,216,144]
3 6 [0,83,66] 5 20 [0,154,102] 7 26 [0,217,143]
3 8 [0,85,65] 5 22 [0,156,101] 8 2 [183,205,202]
3 10 [0,88,63] 5 24 [0,157,101] 8 4 [162,210,197]
3 12 [0,90,62] 5 26 [0,158,100] 8 6 [137,215,192]
3 14 [0,92,62] 5 28 [0,160,100] 8 8 [110,220,188]
3 16 [0,93,61] 6 2 [132,152,149] 8 10 [70,224,183]
3 18 [0,95,61] 6 4 [110,157,144] 8 12 [0,228,180]
3 20 [0,96,60] 6 6 [86,161,140] 8 14 [0,231,177]
